org_id,img_id,File,split0,split1,split2,split3,split4
2,org02_wt2D_d12_LabB_before_embedding,org02_wt2D_d12_LabB_before_embedding.tif,train,test,train,train,val
2,org02_wt2D_d16_LabA,org02_wt2D_d16_LabA.jpg,train,test,train,train,val
2,org02_wt2D_d16_LabB,org02_wt2D_d16_LabB.tif,train,test,train,train,val
2,org02_wt2D_d19_LabA,org02_wt2D_d19_LabA.jpg,train,test,train,train,val
2,org02_wt2D_d19_LabB,org02_wt2D_d19_LabB.tif,train,test,train,train,val
2,org02_wt2D_d22_LabA,org02_wt2D_d22_LabA.jpg,train,test,train,train,val
2,org02_wt2D_d22_LabB,org02_wt2D_d22_LabB.tif,train,test,train,train,val
2,org02_wt2D_d25_LabA,org02_wt2D_d25_LabA.jpg,train,test,train,train,val
2,org02_wt2D_d25_LabB,org02_wt2D_d25_LabB.tif,train,test,train,train,val
2,org02_wt2D_d30_LabA,org02_wt2D_d30_LabA.jpg,train,test,train,train,val
2,org02_wt2D_d30_LabB,org02_wt2D_d30_LabB.tif,train,test,train,train,val
3,org03_wt2D_d02_LabA,org03_wt2D_d02_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d02_LabB,org03_wt2D_d02_LabB.tif,train,train,test,train,train
3,org03_wt2D_d05_LabA,org03_wt2D_d05_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d05_LabB,org03_wt2D_d05_LabB.tif,train,train,test,train,train
3,org03_wt2D_d08_LabA,org03_wt2D_d08_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d08_LabB,org03_wt2D_d08_LabB.tif,train,train,test,train,train
3,org03_wt2D_d10_LabA,org03_wt2D_d10_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d10_LabB,org03_wt2D_d10_LabB.tif,train,train,test,train,train
3,org03_wt2D_d12_LabA_after_embedding,org03_wt2D_d12_LabA_after_embedding.jpg,train,train,test,train,train
3,org03_wt2D_d12_LabA_before_embedding,org03_wt2D_d12_LabA_before_embedding.jpg,train,train,test,train,train
3,org03_wt2D_d12_LabB_after_embedding,org03_wt2D_d12_LabB_after_embedding.tif,train,train,test,train,train
3,org03_wt2D_d12_LabB_before_embedding,org03_wt2D_d12_LabB_before_embedding.tif,train,train,test,train,train
3,org03_wt2D_d16_LabA,org03_wt2D_d16_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d16_LabB,org03_wt2D_d16_LabB.tif,train,train,test,train,train
3,org03_wt2D_d19_LabA,org03_wt2D_d19_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d19_LabB,org03_wt2D_d19_LabB.tif,train,train,test,train,train
3,org03_wt2D_d22_LabA,org03_wt2D_d22_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d22_LabB,org03_wt2D_d22_LabB.tif,train,train,test,train,train
3,org03_wt2D_d25_LabA,org03_wt2D_d25_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d25_LabB,org03_wt2D_d25_LabB.tif,train,train,test,train,train
3,org03_wt2D_d30_LabA,org03_wt2D_d30_LabA.jpg,train,train,test,train,train
3,org03_wt2D_d30_LabB,org03_wt2D_d30_LabB.tif,train,train,test,train,train
4,org04_wt2D_d02_LabA,org04_wt2D_d02_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d02_LabB,org04_wt2D_d02_LabB.tif,train,train,test,val,train
4,org04_wt2D_d05_LabA,org04_wt2D_d05_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d05_LabB,org04_wt2D_d05_LabB.tif,train,train,test,val,train
4,org04_wt2D_d08_LabA,org04_wt2D_d08_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d08_LabB,org04_wt2D_d08_LabB.tif,train,train,test,val,train
4,org04_wt2D_d10_LabA,org04_wt2D_d10_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d10_LabB,org04_wt2D_d10_LabB.tif,train,train,test,val,train
4,org04_wt2D_d12_LabA_after_embedding,org04_wt2D_d12_LabA_after_embedding.jpg,train,train,test,val,train
4,org04_wt2D_d12_LabA_before_embedding,org04_wt2D_d12_LabA_before_embedding.jpg,train,train,test,val,train
4,org04_wt2D_d12_LabB_after_embedding,org04_wt2D_d12_LabB_after_embedding.tif,train,train,test,val,train
4,org04_wt2D_d12_LabB_before_embedding,org04_wt2D_d12_LabB_before_embedding.tif,train,train,test,val,train
4,org04_wt2D_d16_LabA,org04_wt2D_d16_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d16_LabB,org04_wt2D_d16_LabB.tif,train,train,test,val,train
4,org04_wt2D_d19_LabA,org04_wt2D_d19_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d19_LabB,org04_wt2D_d19_LabB.tif,train,train,test,val,train
4,org04_wt2D_d22_LabA,org04_wt2D_d22_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d22_LabB,org04_wt2D_d22_LabB.tif,train,train,test,val,train
4,org04_wt2D_d25_LabA,org04_wt2D_d25_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d25_LabB,org04_wt2D_d25_LabB.tif,train,train,test,val,train
4,org04_wt2D_d30_LabA,org04_wt2D_d30_LabA.jpg,train,train,test,val,train
4,org04_wt2D_d30_LabB,org04_wt2D_d30_LabB.tif,train,train,test,val,train
5,org05_wt2D_d02_LabA,org05_wt2D_d02_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d02_LabB,org05_wt2D_d02_LabB.tif,val,val,train,train,test
5,org05_wt2D_d05_LabA,org05_wt2D_d05_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d05_LabB,org05_wt2D_d05_LabB.tif,val,val,train,train,test
5,org05_wt2D_d08_LabA,org05_wt2D_d08_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d08_LabB,org05_wt2D_d08_LabB.tif,val,val,train,train,test
5,org05_wt2D_d10_LabA,org05_wt2D_d10_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d10_LabB,org05_wt2D_d10_LabB.tif,val,val,train,train,test
5,org05_wt2D_d12_LabA_after_embedding,org05_wt2D_d12_LabA_after_embedding.jpg,val,val,train,train,test
5,org05_wt2D_d12_LabA_before_embedding,org05_wt2D_d12_LabA_before_embedding.jpg,val,val,train,train,test
5,org05_wt2D_d12_LabB_after_embedding,org05_wt2D_d12_LabB_after_embedding.tif,val,val,train,train,test
5,org05_wt2D_d12_LabB_before_embedding,org05_wt2D_d12_LabB_before_embedding.tif,val,val,train,train,test
5,org05_wt2D_d16_LabA,org05_wt2D_d16_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d16_LabB,org05_wt2D_d16_LabB.tif,val,val,train,train,test
5,org05_wt2D_d19_LabA,org05_wt2D_d19_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d19_LabB,org05_wt2D_d19_LabB.tif,val,val,train,train,test
5,org05_wt2D_d22_LabA,org05_wt2D_d22_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d22_LabB,org05_wt2D_d22_LabB.tif,val,val,train,train,test
5,org05_wt2D_d25_LabA,org05_wt2D_d25_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d25_LabB,org05_wt2D_d25_LabB.tif,val,val,train,train,test
5,org05_wt2D_d30_LabA,org05_wt2D_d30_LabA.jpg,val,val,train,train,test
5,org05_wt2D_d30_LabB,org05_wt2D_d30_LabB.tif,val,val,train,train,test
6,org06_wt2D_d02_LabA,org06_wt2D_d02_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d02_LabB,org06_wt2D_d02_LabB.tif,train,test,val,train,train
6,org06_wt2D_d05_LabA,org06_wt2D_d05_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d05_LabB,org06_wt2D_d05_LabB.tif,train,test,val,train,train
6,org06_wt2D_d08_LabA,org06_wt2D_d08_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d08_LabB,org06_wt2D_d08_LabB.tif,train,test,val,train,train
6,org06_wt2D_d10_LabA,org06_wt2D_d10_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d10_LabB,org06_wt2D_d10_LabB.tif,train,test,val,train,train
6,org06_wt2D_d12_LabA_after_embedding,org06_wt2D_d12_LabA_after_embedding.jpg,train,test,val,train,train
6,org06_wt2D_d12_LabA_before_embedding,org06_wt2D_d12_LabA_before_embedding.jpg,train,test,val,train,train
6,org06_wt2D_d12_LabB_after_embedding,org06_wt2D_d12_LabB_after_embedding.tif,train,test,val,train,train
6,org06_wt2D_d12_LabB_before_embedding,org06_wt2D_d12_LabB_before_embedding.tif,train,test,val,train,train
6,org06_wt2D_d16_LabA,org06_wt2D_d16_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d16_LabB,org06_wt2D_d16_LabB.tif,train,test,val,train,train
6,org06_wt2D_d19_LabA,org06_wt2D_d19_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d19_LabB,org06_wt2D_d19_LabB.tif,train,test,val,train,train
6,org06_wt2D_d22_LabA,org06_wt2D_d22_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d22_LabB,org06_wt2D_d22_LabB.tif,train,test,val,train,train
6,org06_wt2D_d25_LabA,org06_wt2D_d25_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d25_LabB,org06_wt2D_d25_LabB.tif,train,test,val,train,train
6,org06_wt2D_d30_LabA,org06_wt2D_d30_LabA.jpg,train,test,val,train,train
6,org06_wt2D_d30_LabB,org06_wt2D_d30_LabB.tif,train,test,val,train,train
7,org07_wt2D_d02_LabA,org07_wt2D_d02_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d02_LabB,org07_wt2D_d02_LabB.tif,test,train,train,train,train
7,org07_wt2D_d05_LabA,org07_wt2D_d05_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d05_LabB,org07_wt2D_d05_LabB.tif,test,train,train,train,train
7,org07_wt2D_d08_LabA,org07_wt2D_d08_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d08_LabB,org07_wt2D_d08_LabB.tif,test,train,train,train,train
7,org07_wt2D_d10_LabA,org07_wt2D_d10_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d10_LabB,org07_wt2D_d10_LabB.tif,test,train,train,train,train
7,org07_wt2D_d12_LabA_after_embedding,org07_wt2D_d12_LabA_after_embedding.jpg,test,train,train,train,train
7,org07_wt2D_d12_LabA_before_embedding,org07_wt2D_d12_LabA_before_embedding.jpg,test,train,train,train,train
7,org07_wt2D_d12_LabB_after_embedding,org07_wt2D_d12_LabB_after_embedding.tif,test,train,train,train,train
7,org07_wt2D_d12_LabB_before_embedding,org07_wt2D_d12_LabB_before_embedding.tif,test,train,train,train,train
7,org07_wt2D_d16_LabA,org07_wt2D_d16_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d16_LabB,org07_wt2D_d16_LabB.tif,test,train,train,train,train
7,org07_wt2D_d19_LabA,org07_wt2D_d19_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d19_LabB,org07_wt2D_d19_LabB.tif,test,train,train,train,train
7,org07_wt2D_d22_LabA,org07_wt2D_d22_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d22_LabB,org07_wt2D_d22_LabB.tif,test,train,train,train,train
7,org07_wt2D_d25_LabA,org07_wt2D_d25_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d25_LabB,org07_wt2D_d25_LabB.tif,test,train,train,train,train
7,org07_wt2D_d30_LabA,org07_wt2D_d30_LabA.jpg,test,train,train,train,train
7,org07_wt2D_d30_LabB,org07_wt2D_d30_LabB.tif,test,train,train,train,train
8,org08_wt2D_d02_LabA,org08_wt2D_d02_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d02_LabB,org08_wt2D_d02_LabB.tif,train,train,train,train,test
8,org08_wt2D_d05_LabA,org08_wt2D_d05_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d05_LabB,org08_wt2D_d05_LabB.tif,train,train,train,train,test
8,org08_wt2D_d08_LabA,org08_wt2D_d08_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d08_LabB,org08_wt2D_d08_LabB.tif,train,train,train,train,test
8,org08_wt2D_d10_LabA,org08_wt2D_d10_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d10_LabB,org08_wt2D_d10_LabB.tif,train,train,train,train,test
8,org08_wt2D_d12_LabA_after_embedding,org08_wt2D_d12_LabA_after_embedding.jpg,train,train,train,train,test
8,org08_wt2D_d12_LabA_before_embedding,org08_wt2D_d12_LabA_before_embedding.jpg,train,train,train,train,test
8,org08_wt2D_d12_LabB_after_embedding,org08_wt2D_d12_LabB_after_embedding.tif,train,train,train,train,test
8,org08_wt2D_d12_LabB_before_embedding,org08_wt2D_d12_LabB_before_embedding.tif,train,train,train,train,test
8,org08_wt2D_d16_LabA,org08_wt2D_d16_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d16_LabB,org08_wt2D_d16_LabB.tif,train,train,train,train,test
8,org08_wt2D_d19_LabA,org08_wt2D_d19_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d19_LabB,org08_wt2D_d19_LabB.tif,train,train,train,train,test
8,org08_wt2D_d22_LabA,org08_wt2D_d22_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d22_LabB,org08_wt2D_d22_LabB.tif,train,train,train,train,test
8,org08_wt2D_d25_LabA,org08_wt2D_d25_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d25_LabB,org08_wt2D_d25_LabB.tif,train,train,train,train,test
8,org08_wt2D_d30_LabA,org08_wt2D_d30_LabA.jpg,train,train,train,train,test
8,org08_wt2D_d30_LabB,org08_wt2D_d30_LabB.tif,train,train,train,train,test
9,org09_wt2D_d02_LabA,org09_wt2D_d02_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d02_LabB,org09_wt2D_d02_LabB.tif,train,train,train,test,train
9,org09_wt2D_d05_LabA,org09_wt2D_d05_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d05_LabB,org09_wt2D_d05_LabB.tif,train,train,train,test,train
9,org09_wt2D_d08_LabA,org09_wt2D_d08_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d08_LabB,org09_wt2D_d08_LabB.tif,train,train,train,test,train
9,org09_wt2D_d10_LabA,org09_wt2D_d10_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d10_LabB,org09_wt2D_d10_LabB.tif,train,train,train,test,train
9,org09_wt2D_d12_LabA_after_embedding,org09_wt2D_d12_LabA_after_embedding.jpg,train,train,train,test,train
9,org09_wt2D_d12_LabA_before_embedding,org09_wt2D_d12_LabA_before_embedding.jpg,train,train,train,test,train
9,org09_wt2D_d12_LabB_after_embedding,org09_wt2D_d12_LabB_after_embedding.tif,train,train,train,test,train
9,org09_wt2D_d12_LabB_before_embedding,org09_wt2D_d12_LabB_before_embedding.tif,train,train,train,test,train
9,org09_wt2D_d16_LabA,org09_wt2D_d16_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d16_LabB,org09_wt2D_d16_LabB.tif,train,train,train,test,train
9,org09_wt2D_d19_LabA,org09_wt2D_d19_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d19_LabB,org09_wt2D_d19_LabB.tif,train,train,train,test,train
9,org09_wt2D_d22_LabA,org09_wt2D_d22_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d22_LabB,org09_wt2D_d22_LabB.tif,train,train,train,test,train
9,org09_wt2D_d25_LabA,org09_wt2D_d25_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d25_LabB,org09_wt2D_d25_LabB.tif,train,train,train,test,train
9,org09_wt2D_d30_LabA,org09_wt2D_d30_LabA.jpg,train,train,train,test,train
9,org09_wt2D_d30_LabB,org09_wt2D_d30_LabB.tif,train,train,train,test,train
10,org10_wt2D_d02_LabA,org10_wt2D_d02_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d02_LabB,org10_wt2D_d02_LabB.tif,train,train,test,train,train
10,org10_wt2D_d05_LabA,org10_wt2D_d05_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d05_LabB,org10_wt2D_d05_LabB.tif,train,train,test,train,train
10,org10_wt2D_d08_LabA,org10_wt2D_d08_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d08_LabB,org10_wt2D_d08_LabB.tif,train,train,test,train,train
10,org10_wt2D_d10_LabA,org10_wt2D_d10_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d10_LabB,org10_wt2D_d10_LabB.tif,train,train,test,train,train
10,org10_wt2D_d12_LabA_after_embedding,org10_wt2D_d12_LabA_after_embedding.jpg,train,train,test,train,train
10,org10_wt2D_d12_LabA_before_embedding,org10_wt2D_d12_LabA_before_embedding.jpg,train,train,test,train,train
10,org10_wt2D_d12_LabB_after_embedding,org10_wt2D_d12_LabB_after_embedding.tif,train,train,test,train,train
10,org10_wt2D_d12_LabB_before_embedding,org10_wt2D_d12_LabB_before_embedding.tif,train,train,test,train,train
10,org10_wt2D_d16_LabA,org10_wt2D_d16_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d16_LabB,org10_wt2D_d16_LabB.tif,train,train,test,train,train
10,org10_wt2D_d19_LabA,org10_wt2D_d19_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d19_LabB,org10_wt2D_d19_LabB.tif,train,train,test,train,train
10,org10_wt2D_d22_LabA,org10_wt2D_d22_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d22_LabB,org10_wt2D_d22_LabB.tif,train,train,test,train,train
10,org10_wt2D_d25_LabA,org10_wt2D_d25_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d25_LabB,org10_wt2D_d25_LabB.tif,train,train,test,train,train
10,org10_wt2D_d30_LabA,org10_wt2D_d30_LabA.jpg,train,train,test,train,train
10,org10_wt2D_d30_LabB,org10_wt2D_d30_LabB.tif,train,train,test,train,train
11,org11_wt2D_d02_LabA,org11_wt2D_d02_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d02_LabB,org11_wt2D_d02_LabB.tif,train,train,train,train,test
11,org11_wt2D_d05_LabA,org11_wt2D_d05_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d05_LabB,org11_wt2D_d05_LabB.tif,train,train,train,train,test
11,org11_wt2D_d08_LabA,org11_wt2D_d08_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d08_LabB,org11_wt2D_d08_LabB.tif,train,train,train,train,test
11,org11_wt2D_d10_LabA,org11_wt2D_d10_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d10_LabB,org11_wt2D_d10_LabB.tif,train,train,train,train,test
11,org11_wt2D_d12_LabA_after_embedding,org11_wt2D_d12_LabA_after_embedding.jpg,train,train,train,train,test
11,org11_wt2D_d12_LabA_before_embedding,org11_wt2D_d12_LabA_before_embedding.jpg,train,train,train,train,test
11,org11_wt2D_d12_LabB_after_embedding,org11_wt2D_d12_LabB_after_embedding.tif,train,train,train,train,test
11,org11_wt2D_d12_LabB_before_embedding,org11_wt2D_d12_LabB_before_embedding.tif,train,train,train,train,test
11,org11_wt2D_d16_LabA,org11_wt2D_d16_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d16_LabB,org11_wt2D_d16_LabB.tif,train,train,train,train,test
11,org11_wt2D_d19_LabA,org11_wt2D_d19_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d19_LabB,org11_wt2D_d19_LabB.tif,train,train,train,train,test
11,org11_wt2D_d22_LabA,org11_wt2D_d22_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d22_LabB,org11_wt2D_d22_LabB.tif,train,train,train,train,test
11,org11_wt2D_d25_LabA,org11_wt2D_d25_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d25_LabB,org11_wt2D_d25_LabB.tif,train,train,train,train,test
11,org11_wt2D_d30_LabA,org11_wt2D_d30_LabA.jpg,train,train,train,train,test
11,org11_wt2D_d30_LabB,org11_wt2D_d30_LabB.tif,train,train,train,train,test
12,org12_wt2D_d02_LabA,org12_wt2D_d02_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d02_LabB,org12_wt2D_d02_LabB.tif,train,train,train,test,train
12,org12_wt2D_d05_LabA,org12_wt2D_d05_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d05_LabB,org12_wt2D_d05_LabB.tif,train,train,train,test,train
12,org12_wt2D_d08_LabA,org12_wt2D_d08_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d08_LabB,org12_wt2D_d08_LabB.tif,train,train,train,test,train
12,org12_wt2D_d10_LabA,org12_wt2D_d10_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d10_LabB,org12_wt2D_d10_LabB.tif,train,train,train,test,train
12,org12_wt2D_d12_LabA_after_embedding,org12_wt2D_d12_LabA_after_embedding.jpg,train,train,train,test,train
12,org12_wt2D_d12_LabA_before_embedding,org12_wt2D_d12_LabA_before_embedding.jpg,train,train,train,test,train
12,org12_wt2D_d12_LabB_after_embedding,org12_wt2D_d12_LabB_after_embedding.tif,train,train,train,test,train
12,org12_wt2D_d12_LabB_before_embedding,org12_wt2D_d12_LabB_before_embedding.tif,train,train,train,test,train
12,org12_wt2D_d16_LabA,org12_wt2D_d16_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d16_LabB,org12_wt2D_d16_LabB.tif,train,train,train,test,train
12,org12_wt2D_d19_LabA,org12_wt2D_d19_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d19_LabB,org12_wt2D_d19_LabB.tif,train,train,train,test,train
12,org12_wt2D_d22_LabA,org12_wt2D_d22_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d22_LabB,org12_wt2D_d22_LabB.tif,train,train,train,test,train
12,org12_wt2D_d25_LabA,org12_wt2D_d25_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d25_LabB,org12_wt2D_d25_LabB.tif,train,train,train,test,train
12,org12_wt2D_d30_LabA,org12_wt2D_d30_LabA.jpg,train,train,train,test,train
12,org12_wt2D_d30_LabB,org12_wt2D_d30_LabB.tif,train,train,train,test,train
13,org13_wt2D_d02_LabA,org13_wt2D_d02_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d02_LabB,org13_wt2D_d02_LabB.tif,test,train,train,train,val
13,org13_wt2D_d05_LabA,org13_wt2D_d05_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d05_LabB,org13_wt2D_d05_LabB.tif,test,train,train,train,val
13,org13_wt2D_d08_LabA,org13_wt2D_d08_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d08_LabB,org13_wt2D_d08_LabB.tif,test,train,train,train,val
13,org13_wt2D_d10_LabA,org13_wt2D_d10_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d10_LabB,org13_wt2D_d10_LabB.tif,test,train,train,train,val
13,org13_wt2D_d12_LabA_after_embedding,org13_wt2D_d12_LabA_after_embedding.jpg,test,train,train,train,val
13,org13_wt2D_d12_LabA_before_embedding,org13_wt2D_d12_LabA_before_embedding.jpg,test,train,train,train,val
13,org13_wt2D_d12_LabB_after_embedding,org13_wt2D_d12_LabB_after_embedding.tif,test,train,train,train,val
13,org13_wt2D_d12_LabB_before_embedding,org13_wt2D_d12_LabB_before_embedding.tif,test,train,train,train,val
13,org13_wt2D_d16_LabA,org13_wt2D_d16_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d16_LabB,org13_wt2D_d16_LabB.tif,test,train,train,train,val
13,org13_wt2D_d19_LabA,org13_wt2D_d19_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d19_LabB,org13_wt2D_d19_LabB.tif,test,train,train,train,val
13,org13_wt2D_d22_LabA,org13_wt2D_d22_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d22_LabB,org13_wt2D_d22_LabB.tif,test,train,train,train,val
13,org13_wt2D_d25_LabA,org13_wt2D_d25_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d25_LabB,org13_wt2D_d25_LabB.tif,test,train,train,train,val
13,org13_wt2D_d30_LabA,org13_wt2D_d30_LabA.jpg,test,train,train,train,val
13,org13_wt2D_d30_LabB,org13_wt2D_d30_LabB.tif,test,train,train,train,val
14,org14_wt2D_d02_LabA,org14_wt2D_d02_LabA.jpg,test,val,train,val,train
14,org14_wt2D_d02_LabB,org14_wt2D_d02_LabB.tif,test,val,train,val,train
14,org14_wt2D_d05_LabA,org14_wt2D_d05_LabA.jpg,test,val,train,val,train
14,org14_wt2D_d05_LabB,org14_wt2D_d05_LabB.tif,test,val,train,val,train
14,org14_wt2D_d08_LabA,org14_wt2D_d08_LabA.jpg,test,val,train,val,train
14,org14_wt2D_d08_LabB,org14_wt2D_d08_LabB.tif,test,val,train,val,train
